,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,state
383658,palm springs,1150,apartment,476,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383659,sacramento,1220,apartment,960,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383660,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383661,palm springs,1150,apartment,476,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383662,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383663,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383664,palm springs,1150,apartment,476,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383665,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383667,palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca
383668,palm springs,950,manufactured,300,1,1.0,0,0,0,1,0,1,laundry in bldg,off-street parking,ca
383669,palm springs,1595,condo,748,1,1.0,0,1,1,0,0,0,w/d in unit,attached garage,ca
383671,palm springs,3950,house,1700,2,2.0,0,1,1,1,1,1,w/d in unit,attached garage,ca
383673,palm springs,1725,apartment,1200,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca
383674,palm springs,746,apartment,703,1,1.0,1,1,1,0,0,0,w/d hookups,carport,ca
383675,palm springs,1485,apartment,710,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383676,palm springs,4100,house,3200,4,3.5,1,1,0,1,0,0,w/d hookups,attached garage,ca
383677,palm springs,1820,apartment,1190,3,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383679,palm springs,1485,apartment,710,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383681,palm springs,1485,apartment,710,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383682,palm springs,1370,apartment,712,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383683,palm springs,1295,apartment,805,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383684,palm springs,1295,apartment,805,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383685,palm springs,1470,apartment,1005,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383686,palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca
383688,palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca
383689,palm springs,971,apartment,1228,4,2.0,0,0,1,0,0,0,laundry on site,carport,ca
383690,palm springs,1053,apartment,1096,3,2.0,0,0,1,0,0,0,laundry on site,carport,ca
383691,palm springs,749,apartment,524,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383692,palm springs,1485,apartment,710,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383693,palm springs,2000,apartment,2103,3,2.0,1,1,1,0,0,1,w/d in unit,carport,ca
383694,palm springs,1340,apartment,755,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383696,palm springs,6000,house,3000,6,5.0,0,0,0,0,0,0,w/d hookups,attached garage,ca
383697,palm springs,1255,apartment,1015,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383698,palm springs,1550,apartment,888,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383699,palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca
383700,palm springs,1340,apartment,755,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
383701,palm springs,1370,apartment,712,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383702,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383704,palm springs,970,apartment,720,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383705,palm springs,1255,apartment,1015,2,2.0,0,0,1,0,0,0,laundry on site,carport,ca
383706,palm springs,1149,cottage/cabin,1000,3,1.5,0,0,1,0,0,1,w/d in unit,carport,ca
383708,palm springs,970,apartment,636,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383709,palm springs,1053,apartment,1096,3,2.0,0,0,1,0,0,0,laundry on site,carport,ca
383710,palm springs,971,apartment,1228,4,2.0,0,0,1,0,0,0,laundry on site,carport,ca
383711,palm springs,970,apartment,636,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383712,palm springs,1550,apartment,888,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383717,palm springs,2850,house,2100,3,2.5,1,1,1,0,0,1,w/d in unit,attached garage,ca
383719,palm springs,1480,apartment,1015,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383720,palm springs,1300,condo,954,1,1.0,1,1,1,0,0,1,w/d in unit,attached garage,ca
383721,san diego,2525,apartment,1127,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,ca
383722,palm springs,1150,apartment,476,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383723,palm springs,1485,apartment,710,1,1.0,0,1,1,0,0,0,w/d in unit,carport,ca
383724,palm springs,1100,house,500,1,1.0,0,0,0,0,0,1,laundry in bldg,street parking,ca
383725,palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca
383726,palm springs,1485,apartment,710,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383727,palm springs,1485,apartment,710,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383728,palm springs,1370,apartment,745,1,1.0,1,1,1,0,0,0,laundry in bldg,carport,ca
383729,palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca
383730,palm springs,2000,condo,1406,2,2.0,0,0,0,0,0,1,w/d in unit,attached garage,ca
383731,palm springs,1770,condo,589,1,1.0,0,0,0,0,0,1,laundry on site,carport,ca
383732,palm springs,3600,condo,2600,3,2.5,0,0,1,0,0,0,w/d in unit,attached garage,ca
383733,palm springs,1480,apartment,1015,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383734,palm springs,1053,apartment,1096,3,2.0,0,0,1,0,0,0,laundry on site,carport,ca
383736,palm springs,2300,townhouse,2019,4,3.5,0,0,0,0,0,0,w/d in unit,attached garage,ca
383737,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383738,palm springs,1370,apartment,745,1,1.0,1,1,1,0,0,0,laundry in bldg,carport,ca
383739,palm springs,1445,apartment,1015,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383740,palm springs,1370,apartment,745,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383741,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383742,palm springs,1750,condo,1031,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage,ca
383748,palm springs,4200,house,1400,3,3.0,0,0,1,0,1,1,w/d in unit,attached garage,ca
383749,palm springs,1675,house,1100,2,2.0,1,1,0,0,0,1,w/d in unit,attached garage,ca
383750,palm springs,1675,house,1100,2,2.0,1,1,0,0,0,1,laundry on site,attached garage,ca
383754,palm springs,1340,apartment,755,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383755,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383756,palm springs,1375,apartment,1000,3,2.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383757,palm springs,1175,duplex,870,2,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca
383758,palm springs,1255,apartment,1015,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383759,palm springs,1370,apartment,745,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383761,palm springs,1340,apartment,755,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383762,palm springs,7500,house,2174,3,3.0,0,0,1,0,0,1,laundry in bldg,attached garage,ca
383763,palm springs,1550,apartment,888,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383764,palm springs,1150,apartment,476,0,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383766,palm springs,1255,apartment,1015,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383769,palm springs,2195,house,2300,5,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca
383770,palm springs,2695,house,2002,2,2.0,0,1,1,0,0,0,w/d in unit,attached garage,ca
383774,palm springs,1340,apartment,755,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383775,palm springs,1340,apartment,755,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383776,palm springs,1255,apartment,1015,2,2.0,0,0,1,0,0,0,laundry on site,carport,ca
383777,palm springs,1150,apartment,476,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383778,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383779,palm springs,886,apartment,852,2,1.5,1,1,1,0,0,0,w/d hookups,carport,ca
383780,palm springs,1255,apartment,1015,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383781,palm springs,1255,apartment,1015,2,2.0,0,0,1,0,0,0,laundry on site,carport,ca
383782,palm springs,2195,house,2178,3,2.0,1,1,0,0,0,0,w/d hookups,off-street parking,ca
383783,palm springs,1150,apartment,476,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383784,palm springs,3975,house,2516,3,2.5,1,1,0,0,0,0,w/d in unit,detached garage,ca
383785,palm springs,1550,apartment,888,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383786,palm springs,1150,apartment,476,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383787,palm springs,1340,apartment,765,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383789,palm springs,1120,apartment,745,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383790,palm springs,1255,apartment,1015,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383791,palm springs,1295,apartment,805,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383792,palm springs,1295,apartment,805,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383793,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383794,palm springs,3900,house,3180,4,3.0,0,1,0,0,0,0,w/d in unit,attached garage,ca
383795,palm springs,2850,condo,1200,2,2.5,0,0,0,0,0,1,w/d in unit,carport,ca
383796,palm springs,1495,condo,1100,2,2.0,1,1,1,0,0,0,laundry in bldg,attached garage,ca
383798,palm springs,1600,house,1330,3,2.0,0,0,1,0,0,0,w/d hookups,carport,ca
383799,palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca
383800,palm springs,4000,apartment,2107,4,2.5,1,1,1,0,1,1,w/d in unit,attached garage,ca
383801,palm springs,3000,apartment,2343,3,2.5,1,1,1,0,1,1,w/d in unit,attached garage,ca
383802,palm springs,3500,apartment,1258,3,2.0,1,1,1,1,1,1,w/d in unit,attached garage,ca
383803,palm springs,1300,house,1500,3,2.0,0,0,0,0,0,0,w/d hookups,off-street parking,ca
383804,palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca
383809,palm springs,1120,apartment,745,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383810,palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca
383811,palm springs,1250,apartment,980,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
383812,palm springs,1053,apartment,1096,3,2.0,0,0,1,0,0,0,laundry on site,carport,ca
383813,palm springs,2500,apartment,1450,2,2.0,0,0,0,0,0,1,w/d in unit,off-street parking,ca
383815,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383816,palm springs,1150,apartment,476,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383817,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383818,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383819,palm springs,1150,apartment,476,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383820,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383821,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383822,palm springs,1485,apartment,710,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383823,palm springs,886,apartment,852,2,1.5,1,1,1,0,0,0,w/d hookups,carport,ca
383824,palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca
383825,palm springs,749,apartment,524,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383826,palm springs,1120,apartment,745,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383830,palm springs,729,house,1662,3,2.0,1,1,1,0,0,1,w/d hookups,carport,ca
383831,palm springs,1485,apartment,710,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383834,palm springs,1550,apartment,888,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383838,palm springs,1485,apartment,710,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383840,palm springs,2200,house,1200,2,2.0,0,0,1,0,0,0,w/d in unit,attached garage,ca
383843,palm springs,1110,apartment,962,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383844,palm springs,970,apartment,636,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383845,palm springs,1445,apartment,1143,3,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383846,palm springs,1320,apartment,1010,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383849,palm springs,1255,apartment,1015,2,2.0,0,0,1,0,0,0,laundry on site,carport,ca
383850,palm springs,746,apartment,703,1,1.0,1,1,1,0,0,0,w/d hookups,carport,ca
383851,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383853,palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca
383854,palm springs,1110,apartment,962,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383855,palm springs,970,apartment,720,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383856,palm springs,1053,apartment,1096,3,2.0,0,0,1,0,0,0,laundry on site,carport,ca
383857,palm springs,1500,duplex,1250,3,2.0,0,1,1,0,0,0,w/d hookups,attached garage,ca
383861,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383862,palm springs,1150,apartment,476,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383864,palm springs,1550,apartment,888,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383865,palm springs,1550,apartment,888,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383866,palm springs,2200,house,1700,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage,ca
383867,palm springs,1485,apartment,710,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383876,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383877,palm springs,3500,house,2130,3,3.0,0,0,1,0,0,1,laundry on site,attached garage,ca
383879,palm springs,1275,apartment,900,2,1.0,0,0,0,0,0,0,laundry on site,carport,ca
383880,palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca
383882,palm springs,1480,apartment,1015,2,2.0,1,1,1,0,0,0,laundry in bldg,carport,ca
383884,palm springs,1475,manufactured,1530,3,2.0,0,0,0,0,0,0,w/d hookups,carport,ca
383888,palm springs,1950,condo,1384,2,2.0,0,1,0,0,0,1,w/d in unit,carport,ca
383890,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383891,palm springs,1485,apartment,710,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383892,palm springs,1340,apartment,755,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383893,palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca
383894,palm springs,1053,apartment,1096,3,2.0,0,0,1,0,0,0,laundry on site,carport,ca
383895,palm springs,1295,apartment,1015,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383897,palm springs,1480,apartment,1015,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383898,palm springs,1480,apartment,1015,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383899,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383901,palm springs,1480,apartment,1015,2,2.0,1,1,1,0,0,0,laundry in bldg,carport,ca
383902,palm springs,1450,condo,1100,1,1.5,0,0,0,0,0,0,w/d in unit,attached garage,ca
383903,palm springs,1500,duplex,1500,3,2.0,1,1,1,1,0,0,w/d hookups,attached garage,ca
383908,san diego,1300,apartment,490,1,1.0,1,1,1,1,0,1,laundry on site,off-street parking,ca
383909,palm springs,1150,apartment,476,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383910,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383911,palm springs,1550,apartment,888,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383912,palm springs,1550,apartment,888,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383913,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383918,palm springs,1150,apartment,476,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383919,palm springs,4250,house,3464,4,4.5,0,0,0,0,0,0,w/d in unit,attached garage,ca
383920,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383921,palm springs,1385,apartment,710,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383922,palm springs,1255,apartment,1015,2,2.0,0,0,1,0,0,0,laundry on site,carport,ca
383923,palm springs,1195,apartment,805,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383924,palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca
383926,palm springs,1150,apartment,476,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383927,palm springs,1480,apartment,1015,2,2.0,0,0,1,0,0,0,laundry on site,carport,ca
383928,palm springs,1120,apartment,745,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383930,palm springs,1445,apartment,1134,3,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383932,san diego,1462,apartment,668,1,1.0,1,1,1,0,0,0,laundry in bldg,carport,ca
383933,palm springs,1480,apartment,1015,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383934,palm springs,1485,apartment,710,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383935,palm springs,1630,apartment,913,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383936,palm springs,1550,apartment,687,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383940,palm springs,1250,apartment,980,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca
383941,palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca
383942,palm springs,1370,apartment,745,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383943,palm springs,1053,apartment,1096,3,2.0,0,0,1,0,0,0,laundry on site,carport,ca
383944,palm springs,4000,house,2516,4,3.0,0,1,0,1,0,1,laundry on site,attached garage,ca
383945,palm springs,2450,house,2080,3,2.5,1,1,1,0,0,1,w/d in unit,attached garage,ca
383946,redding,1075,house,900,2,1.0,0,0,1,0,0,0,w/d hookups,detached garage,ca
383947,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383948,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383949,palm springs,1150,apartment,476,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383950,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383951,palm springs,1150,apartment,476,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383952,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383953,palm springs,1480,apartment,1015,2,2.0,1,1,1,0,0,0,laundry in bldg,carport,ca
383954,palm springs,1370,apartment,745,1,1.0,1,1,1,0,0,0,laundry in bldg,carport,ca
383956,palm springs,1485,apartment,710,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383957,palm springs,1485,apartment,710,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383958,palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca
383959,palm springs,4165,apartment,650,1,1.0,1,1,1,1,0,0,laundry in bldg,off-street parking,ca
383960,palm springs,1120,apartment,745,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383961,palm springs,6500,house,4400,3,3.5,1,1,0,1,0,1,laundry on site,attached garage,ca
383962,palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca
383963,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383965,palm springs,1370,apartment,745,1,1.0,1,1,1,0,0,0,laundry in bldg,carport,ca
383966,palm springs,875,apartment,450,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383974,palm springs,1120,apartment,745,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca
383975,palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca
383976,palm springs,1250,apartment,980,2,2.0,1,1,0,1,0,0,w/d in unit,carport,ca
383977,palm springs,1295,apartment,805,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383978,palm springs,1470,apartment,1005,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca
383979,palm springs,1053,apartment,1092,3,2.0,0,0,1,0,0,0,laundry on site,carport,ca
383980,palm springs,1995,house,1800,4,2.0,0,0,1,0,0,0,w/d hookups,attached garage,ca
383982,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383983,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383984,palm springs,1150,apartment,476,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383985,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383986,palm springs,1150,apartment,476,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383987,palm springs,1150,apartment,476,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383988,palm springs,1325,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383989,palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca
383990,palm springs,746,apartment,703,1,1.0,1,1,1,0,0,0,w/d hookups,carport,ca
383991,palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca
383992,palm springs,1385,apartment,710,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383993,palm springs,1485,apartment,710,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca
383994,palm springs,1385,apartment,710,1,1.0,1,0,1,0,0,0,w/d in unit,carport,ca
383995,palm springs,1630,apartment,913,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383996,palm springs,1550,apartment,687,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383997,palm springs,1150,apartment,450,0,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca
383998,palm springs,4000,house,1500,2,2.0,0,0,1,0,1,0,w/d in unit,attached garage,ca
383999,palm springs,1100,apartment,400,0,1.0,0,0,1,0,0,0,w/d in unit,carport,ca
384000,palm springs,1300,condo,960,2,2.0,0,0,1,0,0,0,w/d in unit,carport,ca
384001,palm springs,1110,apartment,677,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca
384002,palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca
384003,palm springs,1255,apartment,1015,2,2.0,0,0,1,0,0,0,laundry on site,carport,ca
384004,palm springs,1053,apartment,1052,3,2.0,0,0,0,0,0,0,laundry on site,carport,ca
384005,redding,625,in-law,325,0,1.0,0,0,0,0,0,0,laundry in bldg,attached garage,ca
384006,redding,1300,house,1200,3,1.0,0,0,1,0,0,0,w/d in unit,off-street parking,ca
384007,redding,720,apartment,784,2,1.0,0,0,0,1,0,0,laundry on site,off-street parking,ca
384008,redding,875,apartment,900,1,1.0,0,1,1,0,0,0,laundry on site,detached garage,ca
384009,redding,1600,townhouse,1450,3,2.5,0,0,0,0,0,0,w/d in unit,attached garage,ca
384010,redding,10000,house,7800,5,6.5,0,0,1,0,0,0,laundry in bldg,attached garage,ca
384015,redding,2295,house,1421,3,2.0,0,1,0,0,0,0,w/d in unit,attached garage,ca
384016,redding,1800,townhouse,1726,3,2.5,0,0,0,0,0,0,w/d in unit,attached garage,ca
384018,redding,1465,townhouse,1240,3,1.5,0,0,1,0,0,0,w/d in unit,carport,ca
384019,redding,2400,house,1500,3,2.5,0,0,0,0,0,0,w/d in unit,attached garage,ca
384020,redding,2300,house,2604,3,2.0,0,0,0,0,0,0,w/d hookups,attached garage,ca
384021,redding,350,apartment,350,0,1.0,1,1,0,1,0,0,laundry in bldg,street parking,ca
384024,redding,1200,house,1000,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca
384025,redding,750,apartment,500,1,1.0,0,0,1,0,0,0,laundry on site,off-street parking,ca
384026,redding,850,apartment,800,2,1.0,0,0,1,0,0,0,laundry on site,off-street parking,ca
384028,redding,1050,house,900,2,1.0,1,0,1,0,0,0,w/d hookups,carport,ca
384029,san luis obispo,1400,apartment,272,0,1.0,0,1,1,0,0,0,no laundry on site,street parking,ca
384030,redding,975,townhouse,995,2,1.5,0,0,0,0,0,0,w/d hookups,carport,ca
384031,redding,875,apartment,900,1,1.0,0,1,1,0,0,0,laundry on site,detached garage,ca
384032,redding,995,apartment,767,2,1.0,0,0,1,0,0,0,laundry on site,carport,ca
384033,redding,925,apartment,918,2,1.0,0,0,0,0,0,0,laundry on site,off-street parking,ca
384034,redding,835,apartment,676,1,1.0,0,0,0,0,0,0,laundry on site,carport,ca
384035,redding,995,apartment,767,2,2.0,0,0,1,0,0,0,laundry on site,carport,ca
384036,redding,770,apartment,850,2,1.0,0,0,1,0,0,0,laundry on site,off-street parking,ca
384037,redding,3800,house,3200,3,3.0,0,0,1,0,0,0,w/d hookups,attached garage,ca
384038,redding,1300,manufactured,1000,2,2.0,0,0,1,0,0,0,w/d hookups,off-street parking,ca
384039,redding,1350,townhouse,1086,2,2.5,0,0,1,0,0,0,w/d hookups,attached garage,ca
384040,redding,1400,townhouse,1199,2,2.5,1,1,1,0,0,0,w/d hookups,attached garage,ca
384041,reno / tahoe,1500,house,1196,4,1.5,0,0,0,0,0,0,w/d hookups,attached garage,ca
384042,redding,995,apartment,767,2,1.0,0,0,1,0,0,0,laundry on site,carport,ca
384043,redding,995,apartment,767,2,1.0,0,0,1,0,0,0,laundry on site,carport,ca
384044,redding,925,duplex,800,2,1.0,0,0,0,0,0,0,w/d hookups,carport,ca
384045,redding,775,apartment,833,2,1.5,0,0,0,0,0,0,laundry on site,detached garage,ca
384046,redding,800,apartment,833,2,1.5,0,0,0,0,0,0,laundry on site,detached garage,ca
384052,redding,1395,house,1233,3,2.0,1,0,0,0,0,0,w/d in unit,attached garage,ca
384053,redding,1350,manufactured,1160,3,2.0,1,1,0,0,0,0,w/d hookups,carport,ca
384054,redding,1850,house,1700,3,2.0,1,1,0,0,0,1,w/d in unit,attached garage,ca
