region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,state,ER,sqfeet/p,price/p,laundry_score,parking_score
orange county,1645,apartment,780,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca,1,780.0,1645.0,2,4
palm springs,1495,condo,589,1,1.0,1,0,0,0,0,1,laundry in bldg,carport,ca,1,589.0,1495.0,3,4
palm springs,1675,house,1100,2,2.0,1,1,1,0,0,1,w/d in unit,attached garage,ca,2,550.0,837.5,5,6
palm springs,1700,house,1517,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,505.6666666666667,566.6666666666666,4,6
palm springs,1199,house,1010,2,1.0,1,0,0,0,0,0,w/d hookups,off-street parking,ca,2,505.0,599.5,4,3
palm springs,1199,house,1010,2,1.0,1,0,0,0,0,0,w/d hookups,off-street parking,ca,2,505.0,599.5,4,3
palm springs,2110,apartment,1280,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,ca,2,640.0,1055.0,5,6
palm springs,1300,house,1212,3,2.0,0,0,1,0,0,0,w/d hookups,attached garage,ca,3,404.0,433.3333333333333,4,6
palm springs,1370,apartment,712,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,712.0,1370.0,5,4
palm springs,1540,apartment,992,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,496.0,770.0,5,4
palm springs,2100,condo,2000,3,2.0,0,1,1,0,0,0,w/d in unit,attached garage,ca,3,666.6666666666666,700.0,5,6
palm springs,749,apartment,524,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca,1,524.0,749.0,2,4
palm springs,893,apartment,697,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca,2,348.5,446.5,2,4
palm springs,1370,apartment,712,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,712.0,1370.0,5,4
palm springs,1540,apartment,992,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,496.0,770.0,5,4
palm springs,1575,apartment,1022,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,511.0,787.5,5,4
palm springs,1555,apartment,1136,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,568.0,777.5,5,4
palm springs,1575,apartment,1022,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,511.0,787.5,5,4
palm springs,1300,apartment,900,2,2.0,0,0,0,0,0,0,laundry on site,carport,ca,2,450.0,650.0,2,4
palm springs,1300,apartment,900,2,2.0,0,0,0,0,0,0,laundry on site,carport,ca,2,450.0,650.0,2,4
sacramento,2250,townhouse,1100,3,1.5,0,0,0,0,0,0,laundry in bldg,attached garage,ca,3,366.6666666666667,750.0,3,6
palm springs,1800,house,1700,3,2.0,1,1,0,0,1,0,w/d hookups,attached garage,ca,3,566.6666666666666,600.0,4,6
palm springs,3975,house,2516,3,2.5,1,1,0,0,0,1,w/d in unit,detached garage,ca,3,838.6666666666666,1325.0,5,5
palm springs,3850,house,2012,3,2.5,1,1,0,0,0,1,w/d in unit,detached garage,ca,3,670.6666666666666,1283.3333333333333,5,5
palm springs,1600,house,1421,3,2.0,0,0,1,0,0,0,w/d hookups,attached garage,ca,3,473.6666666666667,533.3333333333334,4,6
palm springs,1370,apartment,712,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,712.0,1370.0,5,4
palm springs,1540,apartment,992,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,496.0,770.0,5,4
palm springs,1910,house,1967,4,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,4,491.75,477.5,4,6
palm springs,893,apartment,697,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca,2,348.5,446.5,2,4
palm springs,1540,apartment,992,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,496.0,770.0,5,4
palm springs,950,apartment,600,0,1.0,1,0,0,0,1,0,no laundry on site,detached garage,ca,1,600.0,950.0,1,5
palm springs,1445,apartment,687,1,1.0,1,1,0,0,0,0,laundry on site,carport,ca,1,687.0,1445.0,2,4
palm springs,1995,house,1950,3,2.0,0,1,0,0,0,0,w/d hookups,attached garage,ca,3,650.0,665.0,4,6
palm springs,1600,apartment,960,2,2.0,0,1,0,0,0,0,laundry in bldg,carport,ca,2,480.0,800.0,3,4
palm springs,8500,house,4000,4,4.5,1,1,0,1,0,1,w/d in unit,attached garage,ca,4,1000.0,2125.0,5,6
palm springs,1250,apartment,865,2,2.0,0,0,1,0,0,0,laundry on site,attached garage,ca,2,432.5,625.0,2,6
palm springs,800,condo,400,1,1.0,0,0,1,0,0,0,laundry in bldg,detached garage,ca,1,400.0,800.0,3,5
palm springs,2595,house,1380,3,2.0,0,1,1,0,0,0,w/d in unit,attached garage,ca,3,460.0,865.0,5,6
palm springs,1795,apartment,1115,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage,ca,2,557.5,897.5,5,6
palm springs,1485,apartment,710,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,710.0,1485.0,5,4
palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca,1,755.0,1340.0,5,4
palm springs,1370,apartment,712,1,1.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,712.0,1370.0,5,4
palm springs,1540,apartment,992,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,496.0,770.0,5,4
palm springs,1450,apartment,680,1,1.0,0,0,1,1,0,0,laundry on site,carport,ca,1,680.0,1450.0,2,4
palm springs,1485,apartment,710,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,710.0,1485.0,5,4
palm springs,1475,apartment,825,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,412.5,737.5,5,4
palm springs,1300,apartment,769,2,1.5,1,1,0,0,0,0,laundry on site,carport,ca,2,384.5,650.0,2,4
palm springs,1625,condo,925,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,462.5,812.5,5,4
palm springs,1625,condo,925,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,462.5,812.5,5,4
palm springs,1625,condo,925,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,462.5,812.5,5,4
palm springs,1485,apartment,710,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,710.0,1485.0,5,4
palm springs,749,apartment,524,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca,1,524.0,749.0,2,4
palm springs,893,apartment,697,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca,2,348.5,446.5,2,4
palm springs,1399,house,1680,4,2.5,1,1,1,0,0,0,w/d hookups,off-street parking,ca,4,420.0,349.75,4,3
palm springs,1395,condo,991,2,2.0,0,0,1,0,0,0,w/d in unit,attached garage,ca,2,495.5,697.5,5,6
palm springs,1485,apartment,710,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,710.0,1485.0,5,4
palm springs,1650,apartment,935,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,467.5,825.0,5,4
palm springs,2100,condo,1650,3,2.0,0,0,1,0,0,0,w/d hookups,attached garage,ca,3,550.0,700.0,4,6
palm springs,1570,apartment,857,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,857.0,1570.0,5,4
palm springs,1570,apartment,857,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,857.0,1570.0,5,4
palm springs,749,apartment,524,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca,1,524.0,749.0,2,4
palm springs,893,apartment,697,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca,2,348.5,446.5,2,4
palm springs,893,apartment,763,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca,2,381.5,446.5,2,4
palm springs,1515,apartment,689,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,689.0,1515.0,5,4
palm springs,1560,apartment,857,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,857.0,1560.0,5,4
palm springs,1300,apartment,900,2,2.0,0,0,0,0,0,0,laundry on site,carport,ca,2,450.0,650.0,2,4
palm springs,1390,apartment,743,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage,ca,1,743.0,1390.0,5,5
palm springs,1675,house,1100,2,2.0,1,1,0,0,0,1,w/d in unit,attached garage,ca,2,550.0,837.5,5,6
palm springs,2250,apartment,1454,3,2.0,1,1,1,0,0,0,w/d in unit,detached garage,ca,3,484.6666666666667,750.0,5,5
palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca,1,755.0,1340.0,5,4
palm springs,1050,apartment,500,1,1.0,0,0,0,0,0,0,laundry in bldg,off-street parking,ca,1,500.0,1050.0,3,3
palm springs,1788,house,1428,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,476.0,596.0,4,6
palm springs,2095,apartment,986,2,1.0,1,1,1,0,0,0,laundry on site,off-street parking,ca,2,493.0,1047.5,2,3
palm springs,1890,house,1662,4,2.0,1,1,0,0,0,0,w/d in unit,attached garage,ca,4,415.5,472.5,5,6
palm springs,1021,apartment,400,1,1.0,1,1,1,0,0,0,no laundry on site,off-street parking,ca,1,400.0,1021.0,1,3
palm springs,1300,apartment,900,2,2.0,0,0,0,0,0,0,laundry on site,carport,ca,2,450.0,650.0,2,4
palm springs,1660,apartment,887,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage,ca,1,887.0,1660.0,5,5
palm springs,1470,apartment,1005,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca,2,502.5,735.0,2,4
palm springs,4195,apartment,650,1,1.0,1,1,1,1,0,0,laundry in bldg,off-street parking,ca,1,650.0,4195.0,3,3
palm springs,824,apartment,300,0,1.0,1,1,0,0,0,0,laundry on site,street parking,ca,1,300.0,824.0,2,2
palm springs,1300,apartment,900,2,2.0,0,0,0,0,0,0,laundry on site,carport,ca,2,450.0,650.0,2,4
palm springs,1300,apartment,900,2,2.0,0,0,0,0,0,0,laundry on site,carport,ca,2,450.0,650.0,2,4
palm springs,1370,apartment,712,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,712.0,1370.0,5,4
palm springs,1370,apartment,712,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,712.0,1370.0,5,4
palm springs,1000,manufactured,1344,3,2.0,1,1,1,0,0,0,w/d hookups,carport,ca,3,448.0,333.3333333333333,4,4
palm springs,1540,apartment,912,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,456.0,770.0,5,4
palm springs,1250,apartment,980,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,490.0,625.0,5,4
palm springs,970,apartment,720,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca,1,720.0,970.0,2,4
palm springs,1085,apartment,700,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca,1,700.0,1085.0,2,4
palm springs,1575,apartment,1022,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,511.0,787.5,5,4
palm springs,1575,apartment,1022,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,511.0,787.5,5,4
palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca,1,755.0,1340.0,5,4
palm springs,1650,apartment,935,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,467.5,825.0,5,4
palm springs,2000,house,1800,3,2.0,1,0,1,0,0,1,w/d in unit,attached garage,ca,3,600.0,666.6666666666666,5,6
palm springs,2100,apartment,1650,3,2.0,0,0,1,0,0,0,w/d hookups,attached garage,ca,3,550.0,700.0,4,6
palm springs,1485,apartment,710,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,710.0,1485.0,5,4
palm springs,1485,apartment,710,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,710.0,1485.0,5,4
palm springs,1650,apartment,935,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,467.5,825.0,5,4
palm springs,1249,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca,1,676.0,1249.0,2,4
palm springs,925,house,1295,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,3,431.6666666666667,308.3333333333333,4,6
palm springs,1470,apartment,1005,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca,2,502.5,735.0,2,4
palm springs,1680,apartment,975,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,487.5,840.0,5,4
palm springs,1300,apartment,769,2,1.5,1,1,0,0,0,0,laundry on site,carport,ca,2,384.5,650.0,2,4
palm springs,3000,house,1700,3,2.0,0,0,0,1,0,1,laundry on site,street parking,ca,3,566.6666666666666,1000.0,2,2
palm springs,1249,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca,1,676.0,1249.0,2,4
palm springs,1800,manufactured,600,1,1.0,1,1,0,0,0,1,laundry on site,off-street parking,ca,1,600.0,1800.0,2,3
palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca,1,755.0,1340.0,5,4
palm springs,1200,apartment,900,1,1.0,1,1,1,1,0,0,w/d hookups,attached garage,ca,1,900.0,1200.0,4,6
palm springs,1450,apartment,1320,2,2.5,1,1,1,0,0,0,w/d hookups,attached garage,ca,2,660.0,725.0,4,6
palm springs,1400,townhouse,1320,2,2.5,1,1,1,0,0,0,w/d hookups,attached garage,ca,2,660.0,700.0,4,6
palm springs,1500,house,1344,2,2.0,1,1,1,0,0,1,w/d in unit,attached garage,ca,2,672.0,750.0,5,6
palm springs,1470,apartment,1005,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca,2,502.5,735.0,2,4
palm springs,1295,apartment,805,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca,2,402.5,647.5,2,4
palm springs,1470,apartment,1005,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca,2,502.5,735.0,2,4
palm springs,1295,apartment,805,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca,2,402.5,647.5,2,4
palm springs,1500,house,1344,2,2.0,0,0,1,0,0,0,w/d hookups,attached garage,ca,2,672.0,750.0,4,6
palm springs,1150,condo,600,1,1.0,0,0,1,0,0,0,laundry in bldg,carport,ca,1,600.0,1150.0,3,4
palm springs,1680,apartment,975,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,487.5,840.0,5,4
palm springs,1500,house,1344,2,2.0,0,0,1,0,0,0,w/d in unit,attached garage,ca,2,672.0,750.0,5,6
palm springs,1500,house,1344,2,2.0,0,0,1,0,0,0,w/d in unit,attached garage,ca,2,672.0,750.0,5,6
palm springs,2199,apartment,1343,2,2.5,0,1,1,0,0,0,w/d in unit,attached garage,ca,2,671.5,1099.5,5,6
palm springs,2149,apartment,1638,3,2.0,0,1,0,0,0,0,w/d in unit,detached garage,ca,3,546.0,716.3333333333334,5,5
palm springs,1380,apartment,712,1,0.0,0,0,1,0,0,0,w/d in unit,carport,ca,1,712.0,1380.0,5,4
palm springs,1499,condo,980,2,2.0,0,1,0,0,0,0,w/d in unit,carport,ca,2,490.0,749.5,5,4
palm springs,749,apartment,524,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca,1,524.0,749.0,2,4
palm springs,893,apartment,697,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca,2,348.5,446.5,2,4
palm springs,893,apartment,763,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca,2,381.5,446.5,2,4
palm springs,1695,condo,1277,2,2.0,0,0,0,0,0,0,w/d in unit,carport,ca,2,638.5,847.5,5,4
palm springs,1695,condo,1277,2,2.0,0,0,0,0,0,0,w/d in unit,carport,ca,2,638.5,847.5,5,4
palm springs,3975,house,2515,3,2.5,0,1,0,0,0,1,w/d in unit,detached garage,ca,3,838.3333333333334,1325.0,5,5
palm springs,1370,apartment,712,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,712.0,1370.0,5,4
palm springs,1660,apartment,887,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage,ca,1,887.0,1660.0,5,5
palm springs,1669,house,1934,4,2.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,4,483.5,417.25,4,6
palm springs,1455,apartment,768,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,384.0,727.5,5,4
palm springs,1250,apartment,980,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,490.0,625.0,5,4
palm springs,1680,apartment,1344,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca,1,1344.0,1680.0,5,4
palm springs,1199,duplex,1300,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,650.0,599.5,5,4
palm springs,1300,apartment,900,2,2.0,0,0,0,0,0,0,laundry on site,carport,ca,2,450.0,650.0,2,4
palm springs,749,apartment,524,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca,1,524.0,749.0,2,4
palm springs,893,apartment,697,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca,2,348.5,446.5,2,4
palm springs,893,apartment,763,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca,2,381.5,446.5,2,4
palm springs,1680,apartment,975,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,487.5,840.0,5,4
palm springs,2200,house,1500,2,2.5,1,1,0,0,0,1,w/d in unit,attached garage,ca,2,750.0,1100.0,5,6
palm springs,1179,apartment,1228,4,2.0,0,0,1,0,0,0,laundry on site,carport,ca,4,307.0,294.75,2,4
palm springs,865,apartment,1096,3,2.0,0,0,1,0,0,0,laundry on site,carport,ca,3,365.3333333333333,288.3333333333333,2,4
palm springs,1330,apartment,743,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage,ca,1,743.0,1330.0,5,5
palm springs,1795,house,1257,2,2.0,0,0,1,1,0,0,w/d in unit,attached garage,ca,2,628.5,897.5,5,6
palm springs,850,apartment,400,1,1.0,1,0,0,0,0,0,laundry in bldg,off-street parking,ca,1,400.0,850.0,3,3
palm springs,486,house,1962,3,2.0,0,0,1,0,0,0,w/d hookups,attached garage,ca,3,654.0,162.0,4,6
palm springs,1425,house,1590,2,2.0,0,0,0,0,0,0,w/d in unit,attached garage,ca,2,795.0,712.5,5,6
palm springs,1675,house,1100,2,2.0,1,1,0,0,0,1,w/d in unit,attached garage,ca,2,550.0,837.5,5,6
palm springs,1675,house,1100,2,2.0,1,1,1,0,0,1,w/d in unit,attached garage,ca,2,550.0,837.5,5,6
palm springs,1700,condo,765,1,1.0,0,0,0,0,0,1,w/d in unit,detached garage,ca,1,765.0,1700.0,5,5
palm springs,2090,house,2386,5,3.0,1,1,1,0,0,0,w/d hookups,attached garage,ca,5,477.2,418.0,4,6
palm springs,1295,condo,829,2,1.0,0,0,0,0,0,1,laundry on site,off-street parking,ca,2,414.5,647.5,2,3
palm springs,1300,condo,800,1,1.0,1,1,0,0,0,0,laundry on site,carport,ca,1,800.0,1300.0,2,4
palm springs,1750,apartment,2100,4,3.0,1,1,1,1,1,1,w/d in unit,attached garage,ca,4,525.0,437.5,5,6
palm springs,1350,apartment,1050,2,1.5,0,0,0,0,0,0,laundry on site,carport,ca,2,525.0,675.0,2,4
palm springs,1555,apartment,1136,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,568.0,777.5,5,4
palm springs,1555,apartment,1136,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,568.0,777.5,5,4
palm springs,1575,apartment,1022,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,511.0,787.5,5,4
palm springs,1350,condo,1460,2,2.5,0,0,0,0,0,1,w/d in unit,carport,ca,2,730.0,675.0,5,4
palm springs,2995,house,1475,3,2.0,0,0,0,0,0,0,w/d in unit,off-street parking,ca,3,491.6666666666667,998.3333333333334,5,3
palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca,1,755.0,1340.0,5,4
palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca,1,755.0,1340.0,5,4
palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca,1,755.0,1340.0,5,4
palm springs,1330,apartment,743,1,1.0,1,1,1,0,0,0,w/d in unit,detached garage,ca,1,743.0,1330.0,5,5
palm springs,2850,house,1632,3,2.0,0,1,1,0,0,0,w/d in unit,attached garage,ca,3,544.0,950.0,5,6
palm springs,1495,condo,906,2,2.0,0,0,0,0,0,0,w/d in unit,carport,ca,2,453.0,747.5,5,4
palm springs,3695,house,3014,3,3.0,0,0,1,0,0,0,w/d in unit,attached garage,ca,3,1004.6666666666666,1231.6666666666667,5,6
palm springs,1370,apartment,712,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,712.0,1370.0,5,4
palm springs,1500,apartment,589,1,1.0,1,1,0,0,0,1,laundry in bldg,carport,ca,1,589.0,1500.0,3,4
palm springs,1540,apartment,992,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,496.0,770.0,5,4
palm springs,1370,apartment,712,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,712.0,1370.0,5,4
palm springs,1540,apartment,992,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,496.0,770.0,5,4
palm springs,1680,apartment,975,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,487.5,840.0,5,4
palm springs,749,apartment,524,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca,1,524.0,749.0,2,4
palm springs,893,apartment,697,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca,2,348.5,446.5,2,4
palm springs,893,apartment,763,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca,2,381.5,446.5,2,4
palm springs,1249,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca,1,676.0,1249.0,2,4
palm springs,1370,apartment,712,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,712.0,1370.0,5,4
palm springs,1300,apartment,900,2,2.0,0,0,0,0,0,0,laundry on site,carport,ca,2,450.0,650.0,2,4
palm springs,1540,apartment,992,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,496.0,770.0,5,4
palm springs,1370,apartment,712,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,712.0,1370.0,5,4
palm springs,1540,apartment,992,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,496.0,770.0,5,4
palm springs,1625,apartment,975,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,487.5,812.5,5,4
palm springs,1470,apartment,745,1,1.0,0,0,1,0,0,0,laundry on site,carport,ca,1,745.0,1470.0,2,4
palm springs,1555,apartment,1136,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,568.0,777.5,5,4
palm springs,1575,apartment,1022,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,511.0,787.5,5,4
palm springs,1575,apartment,1022,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,511.0,787.5,5,4
palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca,1,755.0,1340.0,5,4
palm springs,1620,apartment,975,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,487.5,810.0,5,4
palm springs,1620,apartment,857,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,857.0,1620.0,5,4
palm springs,1370,apartment,712,1,1.0,1,0,1,0,0,0,w/d in unit,carport,ca,1,712.0,1370.0,5,4
palm springs,1540,apartment,992,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,496.0,770.0,5,4
palm springs,1370,apartment,712,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,712.0,1370.0,5,4
palm springs,1540,apartment,992,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,496.0,770.0,5,4
palm springs,5400,house,3200,4,4.0,0,0,0,1,0,1,laundry on site,attached garage,ca,4,800.0,1350.0,2,6
palm springs,1575,apartment,888,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca,2,444.0,787.5,2,4
palm springs,1249,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca,1,676.0,1249.0,2,4
palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca,1,755.0,1340.0,5,4
palm springs,1620,apartment,975,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,487.5,810.0,5,4
palm springs,1340,apartment,755,1,1.0,1,1,1,1,0,0,w/d in unit,carport,ca,1,755.0,1340.0,5,4
palm springs,1370,apartment,712,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,712.0,1370.0,5,4
palm springs,1249,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca,1,676.0,1249.0,2,4
palm springs,1295,apartment,805,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca,2,402.5,647.5,2,4
palm springs,1540,apartment,992,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,496.0,770.0,5,4
palm springs,1470,apartment,1005,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca,2,502.5,735.0,2,4
palm springs,1300,apartment,900,2,2.0,0,0,0,0,0,0,laundry on site,carport,ca,2,450.0,650.0,2,4
palm springs,1300,apartment,900,2,2.0,0,0,0,0,0,0,laundry on site,carport,ca,2,450.0,650.0,2,4
palm springs,1370,apartment,712,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,712.0,1370.0,5,4
palm springs,1540,apartment,992,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,496.0,770.0,5,4
palm springs,893,apartment,697,2,1.0,1,1,1,0,0,0,laundry on site,carport,ca,2,348.5,446.5,2,4
palm springs,1620,apartment,975,2,2.0,1,1,0,0,0,0,w/d in unit,carport,ca,2,487.5,810.0,5,4
palm springs,1650,condo,1900,3,2.0,0,0,1,0,0,1,w/d in unit,attached garage,ca,3,633.3333333333334,550.0,5,6
palm springs,2850,house,1950,3,2.0,1,1,0,0,0,0,no laundry on site,detached garage,ca,3,650.0,950.0,1,5
palm springs,1575,apartment,888,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca,2,444.0,787.5,2,4
palm springs,1370,apartment,712,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,712.0,1370.0,5,4
palm springs,1540,apartment,992,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,496.0,770.0,5,4
palm springs,1370,apartment,712,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,712.0,1370.0,5,4
palm springs,1540,apartment,992,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,496.0,770.0,5,4
palm springs,1249,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca,1,676.0,1249.0,2,4
palm springs,2500,duplex,2000,2,2.0,0,0,1,0,0,0,w/d in unit,detached garage,ca,2,1000.0,1250.0,5,5
palm springs,1550,apartment,888,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca,2,444.0,775.0,2,4
palm springs,1249,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca,1,676.0,1249.0,2,4
palm springs,1095,manufactured,900,2,2.0,1,1,1,0,0,0,w/d hookups,carport,ca,2,450.0,547.5,4,4
palm springs,1575,apartment,888,2,2.0,1,1,1,0,0,0,laundry on site,carport,ca,2,444.0,787.5,2,4
palm springs,1249,apartment,676,1,1.0,1,1,1,0,0,0,laundry on site,carport,ca,1,676.0,1249.0,2,4
palm springs,1300,apartment,900,2,2.0,0,0,0,0,0,0,laundry on site,carport,ca,2,450.0,650.0,2,4
palm springs,1370,apartment,712,1,1.0,1,1,1,0,0,0,w/d in unit,carport,ca,1,712.0,1370.0,5,4
palm springs,1540,apartment,992,2,2.0,1,1,1,0,0,0,w/d in unit,carport,ca,2,496.0,770.0,5,4
